time,temperature_2m_mean,precipitation_sum,soil_moisture_0_7cm_mean,soil_temperature_0_7cm_mean,relative_humidity_2m_mean,sunshine_duration,cloud_cover_mean,precipitation_hours
1944-05-01,24.18064516129032,125.89999999999999,0.4678709677419355,25.567741935483873,87.25806451612904,1202134.76,63.45161290322581,290.0
1944-06-01,24.043333333333333,101.10000000000001,0.3871333333333334,25.336666666666666,83.36666666666666,1176089.9100000001,52.46666666666667,166.0
1944-07-01,24.074193548387097,67.0,0.4130645161290322,25.34193548387097,84.38709677419355,1219025.17,70.19354838709677,191.0
1944-08-01,25.32903225806452,25.6,0.3055806451612903,27.04516129032258,74.70967741935483,1300985.04,59.12903225806452,153.0
1944-09-01,24.816666666666666,234.0,0.42186666666666667,26.5,79.93333333333334,1184967.37,80.2,265.0
1944-10-01,24.583870967741937,222.6,0.4487741935483871,26.13225806451613,83.25806451612904,1193669.93,79.51612903225806,329.0
1944-11-01,24.14333333333333,240.9,0.4817,25.87,87.23333333333333,1120260.02,89.7,304.0
1944-12-01,23.932258064516127,224.1,0.458741935483871,25.23548387096774,84.80645161290323,1079655.44,86.87096774193549,255.0
1945-01-01,23.858064516129033,276.1,0.4863870967741935,25.14516129032258,87.38709677419355,853580.38,95.2258064516129,406.0
1945-02-01,24.071428571428573,270.9,0.4933571428571429,25.442857142857143,87.78571428571429,933182.28,93.25,312.0
1945-03-01,23.651612903225807,345.8,0.4936451612903226,24.53548387096774,88.29032258064517,718306.33,94.83870967741936,484.0
1945-04-01,23.826666666666664,164.6,0.45886666666666664,25.396666666666665,86.56666666666666,1153752.53,80.96666666666667,249.0
1945-05-01,23.638709677419353,216.1,0.47258064516129034,25.112903225806452,88.87096774193549,1038090.2,80.83870967741936,291.0
1945-06-01,24.15,78.4,0.4214,25.293333333333333,84.76666666666667,1141237.83,73.2,202.0
1945-07-01,24.15806451612903,90.9,0.3849354838709677,25.5258064516129,83.12903225806451,1243489.31,58.61290322580645,228.0
1945-08-01,24.106451612903225,180.1,0.44822580645161286,25.493548387096773,84.3225806451613,1235703.93,62.096774193548384,239.0
1945-09-01,24.876666666666665,105.6,0.36466666666666664,26.37,75.3,1227525.96,80.16666666666667,130.0
1945-10-01,24.635483870967743,225.7,0.43793548387096776,26.258064516129032,81.35483870967742,1206298.73,78.7741935483871,219.0
1945-11-01,24.196666666666665,267.2,0.4766666666666667,25.959999999999997,86.1,1143729.87,82.66666666666667,314.0
1945-12-01,23.874193548387098,219.7,0.47274193548387095,25.44193548387097,85.90322580645162,1105130.8,88.38709677419355,325.0
1946-01-01,23.53548387096774,341.9,0.494258064516129,24.570967741935487,88.70967741935483,713492.49,96.96774193548387,467.0
1946-02-01,23.785714285714285,168.2,0.47682142857142856,24.900000000000002,85.0,948347.27,86.39285714285714,288.0
1946-03-01,23.990322580645163,290.0,0.48438709677419356,25.40967741935484,88.64516129032258,956891.74,89.2258064516129,375.0
1946-04-01,24.21333333333333,175.1,0.4729,25.816666666666666,86.9,1178447.02,69.03333333333333,312.0
1946-05-01,24.051612903225806,114.9,0.44896774193548383,25.429032258064513,84.90322580645162,1201877.13,67.41935483870968,200.0
1946-06-01,24.436666666666667,49.0,0.35816666666666663,25.779999999999998,79.76666666666667,1218401.29,52.166666666666664,171.0
1946-07-01,24.858064516129033,38.8,0.3224516129032258,26.448387096774194,74.58064516129032,1285362.2,47.58064516129032,185.0
1946-08-01,25.370967741935484,70.4,0.31622580645161286,27.374193548387098,71.41935483870968,1290639.58,67.87096774193549,167.0
1946-09-01,24.923333333333336,130.5,0.4023333333333333,26.94333333333333,78.93333333333334,1218735.83,72.16666666666667,270.0
1946-10-01,25.387096774193548,121.8,0.40399999999999997,27.39032258064516,76.61290322580645,1261690.09,71.80645161290323,295.0
1946-11-01,24.723333333333336,227.7,0.4367,26.783333333333335,82.43333333333334,1160434.03,72.83333333333333,286.0
1946-12-01,24.6,160.9,0.4703225806451613,26.274193548387096,84.58064516129032,1246494.8699999999,80.2258064516129,258.0
1947-01-01,24.509677419354837,246.3,0.4706774193548387,26.216129032258067,85.70967741935483,1205065.08,79.74193548387096,324.0
1947-02-01,24.47142857142857,147.8,0.4663214285714286,25.792857142857144,85.75,1011380.12,93.82142857142857,246.0
1947-03-01,24.64516129032258,191.1,0.4696774193548387,26.16774193548387,85.2258064516129,1209546.97,81.2258064516129,298.0
1947-04-01,24.63,235.1,0.4793333333333333,26.32,87.3,1147730.72,75.2,348.0
1947-05-01,25.15806451612903,56.5,0.3947741935483871,26.406451612903226,82.45161290322581,1258476.78,66.80645161290323,231.0
1947-06-01,25.3,37.9,0.3456,26.696666666666665,78.8,1222653.86,65.66666666666667,175.0
1947-07-01,24.80322580645161,125.60000000000001,0.389741935483871,26.24516129032258,80.19354838709677,1254548.9,61.0,260.0
1947-08-01,24.383870967741935,265.2,0.4758387096774193,25.86774193548387,86.38709677419355,1160314.99,81.35483870967742,374.0
1947-09-01,24.163333333333334,325.4,0.47733333333333333,25.73,85.33333333333333,1109683.99,74.9,344.0
1947-10-01,24.39032258064516,215.4,0.464,25.970967741935485,85.41935483870968,1185563.8,81.0,342.0
1947-11-01,24.490000000000002,236.3,0.489,26.220000000000002,87.33333333333333,1174889.67,81.4,353.0
1947-12-01,23.848387096774193,312.09999999999997,0.4926129032258065,25.506451612903227,87.80645161290323,1067662.51,91.64516129032258,365.0
1948-01-01,24.048387096774192,90.0,0.4268387096774193,25.751612903225805,83.74193548387096,1258378.21,64.29032258064517,222.0
1948-02-01,24.26206896551724,141.0,0.45655172413793105,25.903448275862072,85.75862068965517,1157674.02,83.3103448275862,277.0
1948-03-01,25.161290322580644,83.7,0.37861290322580643,27.041935483870965,80.03225806451613,1290946.59,60.774193548387096,214.0
1948-04-01,25.013333333333332,115.5,0.4202,26.75,83.83333333333333,1191010.58,65.3,283.0
1948-05-01,24.716129032258067,147.2,0.45238709677419353,26.093548387096774,86.25806451612904,1199249.31,63.67741935483871,257.0
1948-06-01,25.516666666666666,62.0,0.3531666666666667,26.836666666666666,77.93333333333334,1219091.93,57.56666666666667,150.0
1948-07-01,25.187096774193545,89.4,0.36112903225806453,26.822580645161292,78.48387096774194,1255165.67,57.61290322580645,256.0
1948-08-01,24.996774193548386,123.39999999999999,0.40283870967741936,26.361290322580647,78.64516129032258,1248731.36,70.90322580645162,302.0
1948-09-01,25.923333333333336,61.0,0.3499666666666667,27.676666666666666,72.33333333333333,1251117.3900000001,68.76666666666667,192.0
1948-10-01,26.387096774193548,116.1,0.35329032258064513,28.570967741935487,71.51612903225806,1277413.81,53.096774193548384,200.0
1948-11-01,25.05,183.2,0.4303,26.953333333333333,80.56666666666666,1194572.72,65.0,308.0
1948-12-01,25.048387096774192,159.3,0.3971935483870968,27.061290322580643,79.3225806451613,1273785.42,63.70967741935484,253.0
1949-01-01,23.799999999999997,197.1,0.46906451612903227,25.364516129032257,84.83870967741936,1101863.07,84.87096774193549,393.0
1949-02-01,24.464285714285715,113.3,0.41250000000000003,26.24285714285714,81.64285714285714,1135542.56,85.46428571428571,289.0
1949-03-01,24.72258064516129,68.8,0.3764516129032258,26.66774193548387,76.80645161290323,1289764.62,60.38709677419355,154.0
1949-04-01,25.396666666666665,81.9,0.3671666666666667,27.35666666666667,75.8,1183896.94,62.266666666666666,151.0
1949-05-01,24.993548387096773,193.5,0.4228387096774194,26.55806451612903,83.74193548387096,1203153.24,64.0,264.0
1949-06-01,24.883333333333333,95.3,0.4093333333333333,26.523333333333333,79.6,1175952.79,71.0,159.0
1949-07-01,24.816129032258065,51.3,0.366,26.41290322580645,75.35483870967742,1269026.36,56.83870967741935,154.0
1949-08-01,25.080645161290324,123.1,0.373,27.016129032258064,76.25806451612904,1275271.93,61.38709677419355,200.0
1949-09-01,25.296666666666667,106.8,0.38630000000000003,27.14333333333333,75.06666666666666,1201812.35,73.06666666666666,210.0
1949-10-01,25.135483870967743,153.7,0.431,26.919354838709676,80.29032258064517,1165264.94,81.83870967741936,209.0
1949-11-01,25.553333333333335,137.1,0.39303333333333335,27.7,74.56666666666666,1192911.25,79.73333333333333,182.0
1949-12-01,24.98709677419355,75.5,0.38290322580645164,26.793548387096774,76.25806451612904,1253272.15,86.25806451612904,156.0
1950-01-01,23.638709677419353,215.9,0.4805483870967742,24.858064516129033,88.93548387096774,1019620.61,93.54838709677419,398.0
1950-02-01,23.63214285714286,240.9,0.48032142857142857,24.832142857142856,90.35714285714286,787066.87,94.92857142857143,396.0
1950-03-01,24.583870967741937,224.8,0.4758709677419355,26.1,88.70967741935483,1179448.02,76.45161290322581,244.0
1950-04-01,24.403333333333332,182.1,0.4689333333333333,25.716666666666665,89.23333333333333,1104976.92,74.13333333333334,264.0
1950-05-01,24.258064516129032,217.9,0.47919354838709677,25.648387096774194,90.19354838709677,1107430.11,77.38709677419355,308.0
1950-06-01,24.326666666666664,96.5,0.4719333333333333,25.426666666666666,88.9,1170792.68,70.13333333333334,234.0
1950-07-01,23.783870967741933,33.8,0.448,24.79032258064516,85.03225806451613,1222801.76,54.96774193548387,138.0
1950-08-01,24.02258064516129,154.6,0.4272903225806452,25.125806451612902,83.70967741935483,1242915.26,64.38709677419355,309.0
1950-09-01,24.613333333333333,134.2,0.45066666666666666,25.846666666666668,84.7,1210367.83,71.16666666666667,270.0
1950-10-01,24.351612903225806,232.5,0.47261290322580646,26.0,88.0,1144790.4,81.83870967741936,325.0
1950-11-01,24.27,175.0,0.46076666666666666,25.6,86.43333333333334,1025257.74,92.76666666666667,191.0
1950-12-01,24.032258064516128,198.3,0.4650967741935484,25.519354838709678,87.35483870967742,1048769.49,88.58064516129032,282.0
1951-01-01,23.65806451612903,236.0,0.4793225806451613,25.241935483870968,90.29032258064517,954590.47,89.48387096774194,386.0
1951-02-01,23.792857142857144,206.9,0.46989285714285717,25.010714285714283,88.21428571428571,927929.68,95.21428571428571,338.0
1951-03-01,24.203225806451613,214.7,0.4760967741935484,25.66774193548387,89.0,1196721.1300000001,76.45161290322581,346.0
1951-04-01,24.633333333333333,172.20000000000002,0.47286666666666666,26.14333333333333,87.26666666666667,1145570.16,69.33333333333333,270.0
1951-05-01,24.387096774193548,87.6,0.4631290322580645,25.62258064516129,88.09677419354838,1230401.42,63.16129032258065,230.0
1951-06-01,24.23,109.7,0.4530666666666667,25.383333333333333,87.76666666666667,1141799.49,64.4,238.0
1951-07-01,24.067741935483873,48.2,0.42874193548387096,25.112903225806452,84.41935483870968,1270003.8699999999,57.83870967741935,186.0
1951-08-01,24.893548387096775,89.9,0.40245161290322584,26.0258064516129,81.58064516129032,1290609.68,57.87096774193548,286.0
1951-09-01,25.633333333333333,115.0,0.3811333333333333,26.9,78.2,1227305.16,67.36666666666666,255.0
1951-10-01,25.37741935483871,97.0,0.43070967741935484,26.654838709677417,80.6774193548387,1300153.35,58.193548387096776,239.0
1951-11-01,25.626666666666665,150.9,0.4474,27.013333333333332,82.23333333333333,1209772.8699999999,69.93333333333334,231.0
1951-12-01,24.596774193548388,438.1,0.4704516129032258,26.36774193548387,88.06451612903226,958567.04,91.83870967741936,461.0
1952-01-01,24.261290322580646,480.8,0.47238709677419355,25.74516129032258,89.70967741935483,941515.1799999999,95.83870967741936,500.0
1952-02-01,24.106896551724137,281.3,0.47758620689655173,25.220689655172414,89.82758620689656,857159.19,92.65517241379311,416.0
1952-03-01,24.27741935483871,303.0,0.4756774193548387,25.825806451612905,91.09677419354838,1144937.37,81.58064516129032,349.0
1952-04-01,24.38,234.9,0.4720333333333333,25.60666666666667,89.16666666666667,1124560.74,77.06666666666666,259.0
1952-05-01,24.432258064516127,150.0,0.47183870967741937,25.729032258064517,91.03225806451613,1195297.5,72.29032258064517,280.0
1952-06-01,24.38,68.6,0.4356333333333333,25.490000000000002,86.23333333333333,1193098.45,60.56666666666667,139.0
1952-07-01,24.34193548387097,33.6,0.4048709677419355,25.309677419354838,82.48387096774194,1276604.14,47.67741935483871,138.0
1952-08-01,24.383870967741935,122.3,0.4296129032258064,25.44516129032258,83.41935483870968,1255156.1,60.354838709677416,229.0
1952-09-01,24.7,130.6,0.45053333333333334,25.793333333333333,82.36666666666666,1228953.72,57.56666666666667,264.0
1952-10-01,24.86774193548387,279.40000000000003,0.4689677419354839,26.270967741935483,84.61290322580645,1162012.13,76.19354838709677,373.0
1952-11-01,24.096666666666668,435.5,0.47736666666666666,25.573333333333334,89.66666666666667,929365.4299999999,89.33333333333333,382.0
1952-12-01,24.129032258064516,176.5,0.4774838709677419,25.809677419354838,88.93548387096774,1215261.84,85.3225806451613,293.0
1953-01-01,24.006451612903227,208.5,0.47916129032258065,25.738709677419354,89.58064516129032,1188390.26,83.74193548387096,346.0
1953-02-01,24.164285714285715,147.6,0.4708571428571428,25.974999999999998,88.07142857142857,1127557.5,74.10714285714286,231.0
1953-03-01,24.67096774193548,276.5,0.46490322580645166,26.351612903225806,86.93548387096774,1243901.31,77.51612903225806,297.0
1953-04-01,24.716666666666665,178.3,0.4722,26.240000000000002,88.53333333333333,1145293.4,74.0,282.0
1953-05-01,24.416129032258063,254.0,0.4764838709677419,25.72258064516129,89.45161290322581,1151280.6,73.12903225806451,300.0
1953-06-01,24.533333333333335,63.800000000000004,0.43366666666666664,25.533333333333335,85.4,1216629.7,54.233333333333334,198.0
1953-07-01,24.693548387096776,43.1,0.3502258064516129,25.716129032258067,79.0,1264535.1,44.483870967741936,130.0
1953-08-01,25.18064516129032,58.6,0.36964516129032254,26.62258064516129,77.87096774193549,1280893.49,56.03225806451613,244.0
1953-09-01,25.763333333333332,48.9,0.378,26.953333333333333,76.26666666666667,1236331.99,62.5,177.0
1953-10-01,26.393548387096775,102.2,0.3746129032258064,27.948387096774194,75.58064516129032,1280373.59,51.87096774193548,197.0
1953-11-01,25.186666666666667,198.9,0.46536666666666665,26.973333333333336,85.66666666666667,1131455.87,83.7,298.0
1953-12-01,24.664516129032258,273.7,0.4407096774193548,26.370967741935484,85.35483870967742,1209336.16,77.38709677419355,288.0
1954-01-01,24.31935483870968,401.7,0.4715483870967742,25.990322580645163,88.58064516129032,996410.99,87.3225806451613,461.0
1954-02-01,23.889285714285712,379.1,0.47853571428571423,25.439285714285713,90.25,762812.38,95.82142857142857,386.0
1954-03-01,24.719354838709677,223.4,0.4691290322580645,26.41290322580645,87.16129032258064,1236904.42,72.51612903225806,287.0
1954-04-01,24.376666666666665,337.6,0.47586666666666666,25.62,89.53333333333333,861076.5599999999,94.03333333333333,400.0
1954-05-01,24.293548387096774,209.5,0.4763548387096774,25.641935483870967,90.16129032258064,1088587.33,84.93548387096774,315.0
1954-06-01,23.92,117.4,0.4744333333333334,25.203333333333333,89.26666666666667,1005147.36,83.36666666666666,249.0
1954-07-01,23.60967741935484,165.2,0.47851612903225804,24.958064516129035,89.19354838709677,1030929.75,79.90322580645162,326.0
1954-08-01,23.93548387096774,142.5,0.4624838709677419,25.193548387096776,86.54838709677419,1187200.59,78.90322580645162,258.0
1954-09-01,24.316666666666666,190.4,0.44420000000000004,25.709999999999997,83.83333333333333,1158973.63,78.3,263.0
1954-10-01,24.28064516129032,268.3,0.4540967741935484,25.893548387096775,85.87096774193549,1159643.91,71.87096774193549,323.0
1954-11-01,23.533333333333335,282.2,0.47446666666666665,24.85666666666667,90.3,820846.16,90.23333333333333,337.0
1954-12-01,24.19677419354839,244.6,0.4625483870967742,25.61935483870968,86.80645161290323,1109844.72,85.87096774193549,261.0
1955-01-01,23.825806451612905,296.5,0.46161290322580645,25.5258064516129,87.70967741935483,1142754.6,83.29032258064517,349.0
1955-02-01,24.025000000000002,294.3,0.4781785714285714,25.414285714285715,89.42857142857143,855365.91,94.25,408.0
1955-03-01,24.361290322580647,252.7,0.4700645161290322,25.929032258064513,87.51612903225806,1187825.57,78.0,343.0
1955-04-01,24.36,278.2,0.47253333333333336,25.85,88.96666666666667,1089308.85,79.7,364.0
1955-05-01,24.483870967741936,203.0,0.4614838709677419,25.787096774193547,89.35483870967742,957941.86,83.51612903225806,279.0
1955-06-01,23.89,200.2,0.47806666666666664,25.183333333333334,89.4,1068327.5,82.73333333333333,302.0
1955-07-01,23.403225806451612,246.2,0.476258064516129,24.73225806451613,90.0,948956.1900000001,87.0,354.0
1955-08-01,23.751612903225805,150.8,0.45796774193548384,24.980645161290322,86.74193548387096,1181424.94,76.03225806451613,235.0
1955-09-01,24.116666666666667,179.9,0.46950000000000003,25.490000000000002,85.76666666666667,1115267.82,84.53333333333333,273.0
1955-10-01,24.574193548387097,280.0,0.46741935483870967,26.154838709677417,86.54838709677419,1160174.69,81.80645161290323,352.0
1955-11-01,24.076666666666664,359.9,0.4691666666666666,25.290000000000003,87.53333333333333,844863.22,92.26666666666667,406.0
1955-12-01,23.887096774193548,243.4,0.4659354838709677,25.629032258064516,88.45161290322581,1088414.1,85.38709677419355,331.0
1956-01-01,23.52258064516129,317.8,0.47403225806451615,25.129032258064516,89.19354838709677,1042360.67,89.3225806451613,385.0
1956-02-01,23.86551724137931,212.8,0.47331034482758616,25.324137931034482,88.51724137931035,970668.13,89.37931034482759,340.0
1956-03-01,24.258064516129032,247.7,0.47296774193548385,25.761290322580646,87.83870967741936,1199505.93,79.51612903225806,305.0
1956-04-01,24.456666666666667,281.3,0.4684666666666667,26.033333333333335,88.06666666666666,1121480.29,84.4,290.0
1956-05-01,24.135483870967743,195.8,0.4655483870967742,25.361290322580647,89.41935483870968,980371.64,87.0,301.0
1956-06-01,23.426666666666666,160.5,0.47823333333333334,24.55666666666667,90.6,953628.61,83.86666666666666,274.0
1956-07-01,23.141935483870967,143.8,0.4675483870967742,24.280645161290323,86.7741935483871,1124191.93,71.90322580645162,233.0
1956-08-01,23.725806451612904,215.9,0.457,24.883870967741935,86.12903225806451,1084035.2,86.74193548387096,277.0
1956-09-01,24.003333333333334,269.7,0.4539,25.35,85.2,1152432.28,78.43333333333334,282.0
1956-10-01,24.216129032258067,302.5,0.4730967741935484,25.87741935483871,87.6774193548387,1130935.79,86.03225806451613,355.0
1956-11-01,24.366666666666667,193.0,0.4648333333333333,26.17,86.53333333333333,1128702.02,76.26666666666667,284.0
1956-12-01,24.27741935483871,75.7,0.39464516129032257,25.93548387096774,82.80645161290323,1178354.49,74.2258064516129,195.0
1957-01-01,24.200000000000003,328.4,0.44109677419354837,25.864516129032257,87.29032258064517,1010100.55,87.83870967741936,364.0
1957-02-01,23.835714285714285,270.8,0.4811785714285714,25.325,88.96428571428571,874851.3,92.10714285714286,377.0
1957-03-01,24.174193548387095,276.0,0.47096774193548385,25.65806451612903,90.12903225806451,985318.22,95.45161290322581,377.0
1957-04-01,24.466666666666665,317.1,0.4783,25.993333333333332,89.16666666666667,1148832.69,76.53333333333333,342.0
1957-05-01,24.641935483870967,122.0,0.47438709677419355,25.9,87.7741935483871,1204288.71,76.2258064516129,271.0
1957-06-01,24.986666666666668,74.3,0.419,25.833333333333332,82.93333333333334,1168324.18,60.56666666666667,165.0
1957-07-01,24.19677419354839,146.8,0.45438709677419353,25.283870967741933,86.03225806451613,1067426.48,82.90322580645162,277.0
1957-08-01,24.338709677419356,114.60000000000001,0.43374193548387097,25.274193548387096,82.45161290322581,1168001.37,70.80645161290323,207.0
1957-09-01,26.073333333333334,37.3,0.3624,26.776666666666664,73.6,1260038.29,52.733333333333334,161.0
1957-10-01,25.870967741935484,123.5,0.4158709677419355,26.77741935483871,76.64516129032258,1287730.4,58.58064516129032,202.0
1957-11-01,25.183333333333334,229.6,0.46313333333333334,26.773333333333333,85.1,1198406.99,65.6,295.0
1957-12-01,24.65806451612903,254.6,0.4674516129032258,26.164516129032258,87.70967741935483,1004985.98,92.90322580645162,313.0
1958-01-01,24.448387096774194,283.6,0.47335483870967743,26.08709677419355,88.90322580645162,1189193.88,83.09677419354838,379.0
1958-02-01,24.275000000000002,450.6,0.47596428571428573,25.732142857142858,90.42857142857143,832765.59,90.60714285714286,444.0
1958-03-01,24.65806451612903,314.7,0.4744193548387096,25.993548387096773,88.93548387096774,1026933.07,93.0,376.0
1958-04-01,24.94333333333333,243.4,0.46526666666666666,26.326666666666664,88.53333333333333,1057643.67,79.66666666666667,369.0
1958-05-01,24.948387096774194,234.3,0.47896774193548386,26.23225806451613,89.2258064516129,1108693.49,81.58064516129032,343.0
1958-06-01,24.90666666666667,146.7,0.42710000000000004,25.85,84.56666666666666,1113446.09,65.6,216.0
1958-07-01,24.238709677419354,148.8,0.4730322580645161,25.45483870967742,87.83870967741936,1180069.33,63.516129032258064,267.0
1958-08-01,23.967741935483872,337.6,0.47374193548387095,25.293548387096774,88.80645161290323,1069246.52,84.19354838709677,376.0
1958-09-01,24.93,160.9,0.4182666666666667,26.136666666666667,82.2,1173805.94,75.83333333333333,254.0
1958-10-01,24.887096774193548,288.9,0.45645161290322583,26.283870967741933,84.87096774193549,1134292.49,81.48387096774194,359.0
1958-11-01,24.723333333333336,260.6,0.44776666666666665,26.373333333333335,85.36666666666666,1123497.41,77.3,324.0
1958-12-01,23.825806451612905,376.2,0.4800645161290322,25.225806451612904,91.35483870967742,870142.69,92.64516129032258,449.0
1959-01-01,23.883870967741935,290.7,0.48032258064516126,25.358064516129033,90.54838709677419,1098259.8900000001,86.35483870967742,472.0
